From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
WP_012480467.1	A0A7G7NYC5	unreviewed	A0A7G7NYC5_STEMA	Rotamase	FLFIOBJN_03593	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	299
WP_012480468.1	A0A7G7NYC6	unreviewed	A0A7G7NYC6_STEMA	Respiratory nitrate reductase subunit gamma	narI FLFIOBJN_03594	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	235
WP_012480967.1	A0A7G7NYX9	unreviewed	A0A7G7NYX9_STEMA	FAD-dependent monooxygenase	FLFIOBJN_03542	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	422
WP_044570725.1	A0A7G7NZE0	unreviewed	A0A7G7NZE0_STEMA	Uncharacterized protein	FLFIOBJN_01307	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	100
WP_012480857.1	A0A7G7NZT0	unreviewed	A0A7G7NZT0_STEMA	TonB-dependent receptor	FLFIOBJN_04324	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	776
WP_012479711.1	A0A7G7P0Z6	unreviewed	A0A7G7P0Z6_STEMA	LysR family transcriptional regulator	FLFIOBJN_02242	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	305
WP_012479690.1	A0A7G7P117	unreviewed	A0A7G7P117_STEMA	ABC transporter permease	FLFIOBJN_02171	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	379
WP_012479689.1	A0A7G7P118	unreviewed	A0A7G7P118_STEMA	Transporter	FLFIOBJN_02170	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	487
WP_012479676.1	A0A7G7P145	unreviewed	A0A7G7P145_STEMA	Type II secretion system protein H (General secretion pathway protein H)	FLFIOBJN_02932	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	171
WP_044569750.1	A0A7G7P192	unreviewed	A0A7G7P192_STEMA	Uncharacterized protein	FLFIOBJN_03903	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	213
WP_012479650.1	A0A7G7P193	unreviewed	A0A7G7P193_STEMA	Aldehyde dehydrogenase	FLFIOBJN_03902	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	498
WP_012479611.1	A0A7G7P1F3	unreviewed	A0A7G7P1F3_STEMA	Pilus assembly protein	FLFIOBJN_03096	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	232
WP_012479610.1	A0A7G7P1F6	unreviewed	A0A7G7P1F6_STEMA	GGDEF domain-containing protein (EC 3.1.4.16)	FLFIOBJN_03093	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	512
WP_012479608.1	A0A7G7P1G4	unreviewed	A0A7G7P1G4_STEMA	UDP-3-O-acylglucosamine N-acyltransferase (EC 2.3.1.191)	lpxD FLFIOBJN_03085 HKK60_14615	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	340
WP_012479420.1	A0A7G7P1V4	unreviewed	A0A7G7P1V4_STEMA	Thioredoxin	FLFIOBJN_00289	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	181
WP_044569650.1	A0A7G7P1Y0	unreviewed	A0A7G7P1Y0_STEMA	S9 family peptidase	FLFIOBJN_00261	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	692
WP_012479439.1	A0A7G7P1Y1	unreviewed	A0A7G7P1Y1_STEMA	Uncharacterized protein	FLFIOBJN_00260	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	409
WP_012479515.1	A0A7G7P225	unreviewed	A0A7G7P225_STEMA	2-hydroxyacid dehydrogenase	FLFIOBJN_00216	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	334
WP_012479522.1	A0A7G7P230	unreviewed	A0A7G7P230_STEMA	Uncharacterized protein	FLFIOBJN_00210	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	203
WP_012481001.1	A0A7G7P2Q2	unreviewed	A0A7G7P2Q2_STEMA	Quinone oxidoreductase	FLFIOBJN_01244	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	331
WP_012480291.1	A0A7G7P3C7	unreviewed	A0A7G7P3C7_STEMA	Methyltransferase domain-containing protein	FLFIOBJN_00803	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	195
WP_012480290.1	A0A7G7P3C8	unreviewed	A0A7G7P3C8_STEMA	Glycosyl hydrolase	FLFIOBJN_00802	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	228
WP_012480268.1	A0A7G7P3G0	unreviewed	A0A7G7P3G0_STEMA	LysR family transcriptional regulator (EC 4.2.1.1)	FLFIOBJN_00770	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	343
WP_012481648.1	A0A7G7P434	unreviewed	A0A7G7P434_STEMA	Glycine--tRNA ligase beta subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase beta subunit) (GlyRS)	glyS FLFIOBJN_00545	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	691
WP_012481607.1	A0A7G7P488	unreviewed	A0A7G7P488_STEMA	RNA polymerase sigma factor	FLFIOBJN_00490	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	217
WP_012481598.1	A0A7G7P4A4	unreviewed	A0A7G7P4A4_STEMA	Outer membrane lipoprotein carrier protein LolA	FLFIOBJN_00474	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	209
WP_012481596.1	A0A7G7P4A6	unreviewed	A0A7G7P4A6_STEMA	NAD(P)/FAD-dependent oxidoreductase	FLFIOBJN_00472	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	416
WP_012481428.1	A0A7G7P4E3	unreviewed	A0A7G7P4E3_STEMA	Acriflavine resistance protein B	FLFIOBJN_01330	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	1077
WP_043034284.1	A0A7G7P4H9	unreviewed	A0A7G7P4H9_STEMA	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase)	purC FLFIOBJN_03040	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	308
WP_012481068.1	A0A7G7P5N0	unreviewed	A0A7G7P5N0_STEMA	7-carboxy-7-deazaguanine synthase (CDG synthase) (EC 4.3.99.3) (Queuosine biosynthesis protein QueE)	queE FLFIOBJN_03683	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	233
WP_044569304.1	A0A7G7P5R1	unreviewed	A0A7G7P5R1_STEMA	Aminotransferase (EC 1.14.19.1)	FLFIOBJN_02966	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	400
WP_044569321.1	A0A7G7P5U3	unreviewed	A0A7G7P5U3_STEMA	Exonuclease	FLFIOBJN_02998	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	342
WP_043034922.1	A0A7G7P5X6	unreviewed	A0A7G7P5X6_STEMA	Ammonium transporter	FLFIOBJN_00202	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	476
WP_044569345.1	A0A7G7P5Z8	unreviewed	A0A7G7P5Z8_STEMA	Arsenical-resistance protein	arsB_2 FLFIOBJN_00179	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	343
WP_012481337.1	A0A7G7P641	unreviewed	A0A7G7P641_STEMA	General stress protein	FLFIOBJN_01212	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	101
WP_012480723.1	A0A7G7P734	unreviewed	A0A7G7P734_STEMA	Histidine utilization repressor	hutC FLFIOBJN_01698	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	242
WP_012480724.1	A0A7G7P735	unreviewed	A0A7G7P735_STEMA	Formimidoylglutamate deiminase (EC 3.5.4.28)	FLFIOBJN_01699	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	456
WP_044571424.1	A0A7G7P736	unreviewed	A0A7G7P736_STEMA	Imidazolonepropionase (EC 3.5.2.7) (Imidazolone-5-propionate hydrolase)	hutI FLFIOBJN_01700	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	407
WP_012480746.1	A0A7G7P758	unreviewed	A0A7G7P758_STEMA	Uncharacterized protein	FLFIOBJN_01721	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	130
WP_012480747.1	A0A7G7P759	unreviewed	A0A7G7P759_STEMA	Serine hydrolase	FLFIOBJN_01722	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	476
WP_012480750.1	A0A7G7P762	unreviewed	A0A7G7P762_STEMA	NADPH:quinone reductase	FLFIOBJN_01725	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	329
WP_012481233.1	A0A7G7P7R2	unreviewed	A0A7G7P7R2_STEMA	2-hydroxychromene-2-carboxylate isomerase (EC 5.99.1.4)	FLFIOBJN_02741	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	210
WP_012481234.1	A0A7G7P7R3	unreviewed	A0A7G7P7R3_STEMA	DegV domain-containing protein	FLFIOBJN_02740	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	313
WP_012481235.1	A0A7G7P7R5	unreviewed	A0A7G7P7R5_STEMA	RND transporter	FLFIOBJN_02738	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	470
WP_012480366.1	A0A7G7P7Y4	unreviewed	A0A7G7P7Y4_STEMA	Exodeoxyribonuclease III (EC 3.1.11.2)	xth_2 FLFIOBJN_00890	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	263
WP_012480367.1	A0A7G7P7Y5	unreviewed	A0A7G7P7Y5_STEMA	Trehalose synthase	FLFIOBJN_00891	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	528
WP_012480374.1	A0A7G7P7Z4	unreviewed	A0A7G7P7Z4_STEMA	Membrane protein	FLFIOBJN_00901	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	308
WP_012480379.1	A0A7G7P801	unreviewed	A0A7G7P801_STEMA	Magnesium-transporting ATPase, P-type 1 (EC 7.2.2.14) (Mg(2+) transport ATPase, P-type 1)	mgtA FLFIOBJN_00908	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	919
WP_012479755.1	A0A7G7P8G5	unreviewed	A0A7G7P8G5_STEMA	Bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase (EC 2.7.4.7)	thiD FLFIOBJN_00558	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	269
WP_012479760.1	A0A7G7P8H4	unreviewed	A0A7G7P8H4_STEMA	MFS transporter	FLFIOBJN_00567	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	474
WP_012479776.1	A0A7G7P8K8	unreviewed	A0A7G7P8K8_STEMA	Chaperone protein HtpG (Heat shock protein HtpG) (High temperature protein G)	htpG FLFIOBJN_00602	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	630
WP_012479777.1	A0A7G7P8L0	unreviewed	A0A7G7P8L0_STEMA	Ribosomal RNA small subunit methyltransferase D (EC 2.1.1.171)	rsmD FLFIOBJN_00604	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	192
WP_044569880.1	A0A7G7P8P4	unreviewed	A0A7G7P8P4_STEMA	Uncharacterized protein	FLFIOBJN_00637	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	160
WP_012480969.1	A0A7G7P912	unreviewed	A0A7G7P912_STEMA	Hypoxanthine-guanine phosphoribosyltransferase (EC 2.4.2.8)	FLFIOBJN_03539	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	184
WP_012479865.1	A0A7G7P9J1	unreviewed	A0A7G7P9J1_STEMA	Helix-turn-helix domain-containing protein	FLFIOBJN_00669	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	139
WP_012479869.1	A0A7G7P9J6	unreviewed	A0A7G7P9J6_STEMA	Uncharacterized protein	FLFIOBJN_00674	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	125
WP_044569936.1	A0A7G7P9J8	unreviewed	A0A7G7P9J8_STEMA	Uncharacterized protein	FLFIOBJN_00676	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	122
WP_044569938.1	A0A7G7P9J9	unreviewed	A0A7G7P9J9_STEMA	Uncharacterized protein	FLFIOBJN_00677	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	101
WP_012479879.1	A0A7G7P9K7	unreviewed	A0A7G7P9K7_STEMA	Uncharacterized protein	FLFIOBJN_00685	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	323
WP_012479894.1	A0A7G7P9M6	unreviewed	A0A7G7P9M6_STEMA	Uncharacterized protein	FLFIOBJN_00705	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	723
WP_012479898.1	A0A7G7P9N0	unreviewed	A0A7G7P9N0_STEMA	Uncharacterized protein	FLFIOBJN_00709	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	148
WP_012481110.1	A0A7G7P9V4	unreviewed	A0A7G7P9V4_STEMA	Autotransporter domain-containing esterase (EC 3.1.1.1)	FLFIOBJN_03810	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	611
WP_012481101.1	A0A7G7P9W6	unreviewed	A0A7G7P9W6_STEMA	Dephospho-CoA kinase (EC 2.7.1.24) (Dephosphocoenzyme A kinase)	coaE FLFIOBJN_03821	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	203
WP_012481099.1	A0A7G7P9W8	unreviewed	A0A7G7P9W8_STEMA	Type II secretion system F family protein	FLFIOBJN_03823 HKK60_04890	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	419
WP_012481098.1	A0A7G7P9W9	unreviewed	A0A7G7P9W9_STEMA	Pilin	FLFIOBJN_03824	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	140
WP_012481097.1	A0A7G7P9X0	unreviewed	A0A7G7P9X0_STEMA	Prepilin-type cleavage/methylation domain-containing protein	FLFIOBJN_03825	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	135
WP_012480899.1	A0A7G7PA80	unreviewed	A0A7G7PA80_STEMA	Uncharacterized protein	FLFIOBJN_01860	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	278
WP_012480908.1	A0A7G7PA92	unreviewed	A0A7G7PA92_STEMA	VOC family protein	FLFIOBJN_01872	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	164
WP_044570669.1	A0A7G7PA93	unreviewed	A0A7G7PA93_STEMA	NAD(P)/FAD-dependent oxidoreductase	FLFIOBJN_01873	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	527
WP_012480414.1	A0A7G7PAC6	unreviewed	A0A7G7PAC6_STEMA	LysR family transcriptional regulator	FLFIOBJN_03196	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	313
WP_044571399.1	A0A7G7PAS2	unreviewed	A0A7G7PAS2_STEMA	Uncharacterized protein	FLFIOBJN_03609	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	94
WP_012480493.1	A0A7G7PAT0	unreviewed	A0A7G7PAT0_STEMA	Membrane protein	FLFIOBJN_03957	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	294
WP_012480494.1	A0A7G7PAT1	unreviewed	A0A7G7PAT1_STEMA	RND transporter	FLFIOBJN_03956	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	478
WP_012480511.1	A0A7G7PAU8	unreviewed	A0A7G7PAU8_STEMA	Isochorismate synthase (EC 5.4.4.2)	FLFIOBJN_03376	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	397
WP_012480512.1	A0A7G7PAU9	unreviewed	A0A7G7PAU9_STEMA	MFS transporter	FLFIOBJN_03377	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	398
WP_012480514.1	A0A7G7PAV2	unreviewed	A0A7G7PAV2_STEMA	N-acetyltransferase	FLFIOBJN_03380	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	149
WP_044569363.1	A0A7G7PAY4	unreviewed	A0A7G7PAY4_STEMA	Acetyltransferase	FLFIOBJN_00101	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	201
WP_044569365.1	A0A7G7PAY7	unreviewed	A0A7G7PAY7_STEMA	O-methyltransferase	FLFIOBJN_00098	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	195
WP_012481480.1	A0A7G7PB26	unreviewed	A0A7G7PB26_STEMA	Uncharacterized protein	FLFIOBJN_04412	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	200
WP_012481476.1	A0A7G7PB29	unreviewed	A0A7G7PB29_STEMA	Uncharacterized protein	FLFIOBJN_04184	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	148
WP_044571000.1	A0A7G7PB30	unreviewed	A0A7G7PB30_STEMA	NAD(+)--rifampin ADP-ribosyltransferase	FLFIOBJN_04185	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	144
WP_012480922.1	A0A7G7PB38	unreviewed	A0A7G7PB38_STEMA	UPF0307 protein FLFIOBJN_03615	FLFIOBJN_03615	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	195
WP_012480932.1	A0A7G7PB53	unreviewed	A0A7G7PB53_STEMA	Uncharacterized protein	FLFIOBJN_03632	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	200
WP_012480940.1	A0A7G7PB63	unreviewed	A0A7G7PB63_STEMA	VOC family protein	FLFIOBJN_03642	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	134
WP_012479930.1	A0A7G7PBK6	unreviewed	A0A7G7PBK6_STEMA	Protein-export membrane protein SecF	secF FLFIOBJN_00756	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	326
WP_043035689.1	A0A7G7PBK7	unreviewed	A0A7G7PBK7_STEMA	Protein translocase subunit SecD	secD FLFIOBJN_00755	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	618
WP_012481160.1	A0A7G7PCC9	unreviewed	A0A7G7PCC9_STEMA	Transcriptional regulator	FLFIOBJN_02775	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	163
WP_012481161.1	A0A7G7PCD0	unreviewed	A0A7G7PCD0_STEMA	Uncharacterized protein	FLFIOBJN_02774	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	198
WP_012480449.1	A0A7G7PCH4	unreviewed	A0A7G7PCH4_STEMA	General secretion pathway protein GspL	FLFIOBJN_03840	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	387
WP_012479748.1	A0A7G7PCM6	unreviewed	A0A7G7PCM6_STEMA	Alcohol dehydrogenase (EC 1.1.99.3)	FLFIOBJN_03920	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	448
WP_044569819.1	A0A7G7PCM9	unreviewed	A0A7G7PCM9_STEMA	Phospholipase C (EC 3.1.4.3)	FLFIOBJN_03923	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	702
WP_012479744.1	A0A7G7PCN0	unreviewed	A0A7G7PCN0_STEMA	Alkaline phosphatase (EC 3.1.3.1)	FLFIOBJN_03924	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	531
WP_044571475.1	A0A7G7PCT5	unreviewed	A0A7G7PCT5_STEMA	Uncharacterized protein	FLFIOBJN_03882	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	146
WP_012481497.1	A0A7G7PCU0	unreviewed	A0A7G7PCU0_STEMA	Cytochrome bo(3) ubiquinol oxidase subunit 4 (Cytochrome o ubiquinol oxidase subunit 4) (Oxidase bo(3) subunit 4) (Ubiquinol oxidase polypeptide IV) (Ubiquinol oxidase subunit 4)	cyoD_2 FLFIOBJN_03877	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	110
WP_012481500.1	A0A7G7PCU3	unreviewed	A0A7G7PCU3_STEMA	Ubiquinol oxidase subunit 2	cyoA_2 FLFIOBJN_03874	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	300
WP_012481520.1	A0A7G7PD31	unreviewed	A0A7G7PD31_STEMA	Uncharacterized protein	FLFIOBJN_04166	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	102
WP_012481508.1	A0A7G7PD45	unreviewed	A0A7G7PD45_STEMA	AraC family transcriptional regulator	FLFIOBJN_04180	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	275
WP_012481516.1	A0A7G7PD55	unreviewed	A0A7G7PD55_STEMA	Uncharacterized protein	FLFIOBJN_04169	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	149
WP_012481665.1	A0A7G7PD89	unreviewed	A0A7G7PD89_STEMA	ATP-binding protein	FLFIOBJN_04256	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	1126
WP_044569368.1	A0A7G7PD93	unreviewed	A0A7G7PD93_STEMA	LysR family transcriptional regulator	FLFIOBJN_00088	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	305
WP_044569808.1	A0A7G7PDJ0	unreviewed	A0A7G7PDJ0_STEMA	LexA repressor (EC 3.4.21.88)	lexA FLFIOBJN_04283	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	211
WP_012481112.1	A0A7G7PDJ7	unreviewed	A0A7G7PDJ7_STEMA	Rieske (2Fe-2S) protein	FLFIOBJN_04063	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	111
WP_012479348.1	A0A7G7PDP1	unreviewed	A0A7G7PDP1_STEMA	Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART)	purN FLFIOBJN_00383	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	219
WP_012481469.1	A0A7G7PDR8	unreviewed	A0A7G7PDR8_STEMA	PepSY domain-containing protein	FLFIOBJN_04197	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	144
WP_012481470.1	A0A7G7PDR9	unreviewed	A0A7G7PDR9_STEMA	PepSY domain-containing protein	FLFIOBJN_04196	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	96
WP_012481128.1	A0A7G7PDW5	unreviewed	A0A7G7PDW5_STEMA	Phosphoglycerate kinase (EC 2.7.2.3)	pgk FLFIOBJN_04044	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	391
WP_012480918.1	A0A7G7PDY9	unreviewed	A0A7G7PDY9_STEMA	Uncharacterized protein	FLFIOBJN_04399	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	181
WP_044569410.1	A0A7G7PR12	unreviewed	A0A7G7PR12_STEMA	Uncharacterized protein	FLFIOBJN_00021	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	98
WP_044569375.1	A0A7G7PR34	unreviewed	A0A7G7PR34_STEMA	tRNA-dihydrouridine(20/20a) synthase (EC 1.3.1.91) (U20-specific dihydrouridine synthase) (U20-specific Dus) (tRNA-dihydrouridine synthase A)	dusA FLFIOBJN_00044	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	343
WP_044569371.1	A0A7G7PR64	unreviewed	A0A7G7PR64_STEMA	Endonuclease/exonuclease/phosphatase	FLFIOBJN_00075	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	481
WP_044569369.1	A0A7G7PR70	unreviewed	A0A7G7PR70_STEMA	Putative peptide maturation dehydrogenase	FLFIOBJN_00081	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	389
WP_044569356.1	A0A7G7PRA8	unreviewed	A0A7G7PRA8_STEMA	Histidine kinase (EC 2.7.13.3)	FLFIOBJN_00119	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	1199
WP_044569354.1	A0A7G7PRB3	unreviewed	A0A7G7PRB3_STEMA	Aminoglycoside phosphotransferase	FLFIOBJN_00124	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	374
WP_044569344.1	A0A7G7PRG9	unreviewed	A0A7G7PRG9_STEMA	Uncharacterized protein	FLFIOBJN_00180	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	124
WP_044569343.1	A0A7G7PRH0	unreviewed	A0A7G7PRH0_STEMA	Uncharacterized protein	FLFIOBJN_00181	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	224
WP_012479523.1	A0A7G7PRJ7	unreviewed	A0A7G7PRJ7_STEMA	Ubiquinol oxidase subunit 2	cyoA_1 FLFIOBJN_00209	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	346
WP_012479514.1	A0A7G7PRK4	unreviewed	A0A7G7PRK4_STEMA	Autotransporter domain-containing protein	FLFIOBJN_00217	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	956
WP_012479512.1	A0A7G7PRK7	unreviewed	A0A7G7PRK7_STEMA	TonB-dependent receptor	FLFIOBJN_00220	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	928
WP_012479509.1	A0A7G7PRL0	unreviewed	A0A7G7PRL0_STEMA	Lysoplasmalogenase	FLFIOBJN_00223	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	221
