From	Entry	Reviewed	Entry Name	Protein names	Organism	Length
WP_005596075.1	A0A448K1E8	unreviewed	A0A448K1E8_PASAE	50S ribosomal protein L20	Pasteurella aerogenes	117
WP_005596075.1	A0A828Q2M5	unreviewed	A0A828Q2M5_ACTPL	50S ribosomal protein L20	Actinobacillus pleuropneumoniae serovar 6 str. Femo	117
WP_005596075.1	A0A379B380	unreviewed	A0A379B380_9PAST	50S ribosomal protein L20	[Pasteurella] mairii	117
WP_005596075.1	A0A1V3K7I7	unreviewed	A0A1V3K7I7_9PAST	50S ribosomal protein L20	Rodentibacter pneumotropicus	117
WP_005596075.1	H1LNU3	unreviewed	H1LNU3_9PAST	50S ribosomal protein L20	Haemophilus sp. oral taxon 851 str. F0397	117
WP_005596075.1	A0A011MKL5	unreviewed	A0A011MKL5_9PAST	50S ribosomal protein L20	Mannheimia granulomatis	117
WP_005596075.1	A0A7H8Y062	unreviewed	A0A7H8Y062_9PAST	50S ribosomal protein L20	Mannheimia varigena	117
WP_005596075.1	E1W5Y7	unreviewed	E1W5Y7_HAEP3	50S ribosomal protein L20	Haemophilus parainfluenzae (strain T3T1)	117
WP_005596075.1	E7A4J5	unreviewed	E7A4J5_HAEIF	50S ribosomal protein L20	Haemophilus influenzae F3031	117
WP_005596075.1	E8KI71	unreviewed	E8KI71_9PAST	50S ribosomal protein L20	Actinobacillus ureae ATCC 25976	117
WP_005596075.1	E6KXF6	unreviewed	E6KXF6_9PAST	50S ribosomal protein L20	Aggregatibacter segnis ATCC 33393	117
WP_005596075.1	F0ET19	unreviewed	F0ET19_HAEPA	50S ribosomal protein L20	Haemophilus parainfluenzae ATCC 33392	117
WP_005598105.1	F9GN78	unreviewed	F9GN78_HAEHA	30S ribosomal protein S18	Haemophilus haemolyticus M19501	75
WP_005598105.1	F9GRS3	unreviewed	F9GRS3_HAEHA	30S ribosomal protein S18	Haemophilus haemolyticus M21127	75
WP_005598105.1	A0A420XEK5	unreviewed	A0A420XEK5_9PAST	30S ribosomal protein S18	Otariodibacter oris	75
WP_005598105.1	A0A7H8URA6	unreviewed	A0A7H8URA6_9PAST	30S ribosomal protein S18	Mannheimia pernigra	75
WP_005598105.1	M4RI66	unreviewed	M4RI66_BIBTR	30S ribosomal protein S18	Bibersteinia trehalosi USDA-ARS-USMARC-192	75
WP_005598105.1	A0A3N4X3N9	unreviewed	A0A3N4X3N9_9PAST	30S ribosomal protein S18	Frederiksenia canicola	75
WP_005598105.1	A0A179CZN1	unreviewed	A0A179CZN1_BIBTR	30S ribosomal protein S18	Bibersteinia trehalosi Y31	75
WP_005598105.1	A0A4V7IAV3	unreviewed	A0A4V7IAV3_BIBTR	30S ribosomal protein S18	Bibersteinia trehalosi USDA-ARS-USMARC-188	75
WP_005598105.1	W0R706	unreviewed	W0R706_BIBTR	30S ribosomal protein S18	Bibersteinia trehalosi USDA-ARS-USMARC-190	75
WP_005598105.1	U4SGS9	unreviewed	U4SGS9_GLAPU	30S ribosomal protein S18	Glaesserella parasuis D74	75
WP_005598105.1	W0Q5Z1	unreviewed	W0Q5Z1_9PAST	30S ribosomal protein S18	Mannheimia sp. USDA-ARS-USMARC-1261	75
WP_005598105.1	W0Q904	unreviewed	W0Q904_9PAST	30S ribosomal protein S18	Mannheimia varigena USDA-ARS-USMARC-1296	75
WP_005598105.1	A0A3N4VR36	unreviewed	A0A3N4VR36_9PAST	30S ribosomal protein S18	Vespertiliibacter pulmonis	75
WP_005598105.1	A0A837AET7	unreviewed	A0A837AET7_GLAPU	30S ribosomal protein S18	Glaesserella parasuis HPS9	75
WP_005598105.1	A0A837AFV9	unreviewed	A0A837AFV9_GLAPU	30S ribosomal protein S18	Glaesserella parasuis HPS10	75
WP_005598105.1	A0A379C947	unreviewed	A0A379C947_9PAST	30S ribosomal protein S18	Phocoenobacter uteri	75
WP_005598105.1	A0A6G8J8U1	unreviewed	A0A6G8J8U1_9PAST	30S ribosomal protein S18	Pasteurellaceae bacterium Orientalotternb1	75
WP_005598105.1	A0A0M1GJS0	unreviewed	A0A0M1GJS0_9PAST	30S ribosomal protein S18	Haemophilus sp. C1	75
WP_005598105.1	A0A6H0T4Y2	unreviewed	A0A6H0T4Y2_9PAST	30S ribosomal protein S18	Pasteurellaceae bacterium RH1A	75
WP_005598105.1	A0A1B8QSK6	unreviewed	A0A1B8QSK6_9PAST	30S ribosomal protein S18	Haemophilus sp. CCUG 66565	75
WP_005598105.1	A0A1V3JKD6	unreviewed	A0A1V3JKD6_9PAST	30S ribosomal protein S18	Rodentibacter myodis	75
WP_005598105.1	A0A1V3TMV8	unreviewed	A0A1V3TMV8_9PAST	30S ribosomal protein S18	Pasteurellaceae bacterium 15-036681	75
WP_005598105.1	A0A0A7MCU6	unreviewed	A0A0A7MCU6_ACTEU	30S ribosomal protein S18	Actinobacillus equuli subsp. equuli	75
WP_005598105.1	A0A328C2F9	unreviewed	A0A328C2F9_9PAST	30S ribosomal protein S18	Glaesserella australis	75
WP_005598105.1	P66458	reviewed	RS18_HAEDU	30S ribosomal protein S18	Haemophilus ducreyi (strain 35000HP / ATCC 700724)	75
WP_005598105.1	A0A5M6BJU5	unreviewed	A0A5M6BJU5_9PAST	30S ribosomal protein S18	Haemophilus seminalis	75
WP_005598105.1	A0A806DJJ7	unreviewed	A0A806DJJ7_HAEI6	30S ribosomal protein S18	Haemophilus influenzae (strain R2866)	75
WP_005598105.1	A0A4V2SJS8	unreviewed	A0A4V2SJS8_9PAST	30S ribosomal protein S18	Nicoletella semolina	75
WP_005598105.1	A0A7H1C531	unreviewed	A0A7H1C531_9PAST	30S ribosomal protein S18	Mannheimia bovis	75
WP_005598105.1	Q4QN03	reviewed	RS18_HAEI8	30S ribosomal protein S18	Haemophilus influenzae (strain 86-028NP)	75
WP_005598105.1	A4MYJ0	unreviewed	A4MYJ0_HAEIF	30S ribosomal protein S18	Haemophilus influenzae 22.1-21	75
WP_005598105.1	A5U9V0	reviewed	RS18_HAEIE	30S ribosomal protein S18	Haemophilus influenzae (strain PittEE)	75
WP_005598105.1	A5UH50	reviewed	RS18_HAEIG	30S ribosomal protein S18	Haemophilus influenzae (strain PittGG)	75
WP_005598105.1	A0A0E1SQT6	unreviewed	A0A0E1SQT6_HAEIF	30S ribosomal protein S18	Haemophilus influenzae PittII	75
WP_005598105.1	A4NV22	unreviewed	A4NV22_HAEIF	30S ribosomal protein S18	Haemophilus influenzae 22.4-21	75
WP_005598105.1	A0A0H3PBV8	unreviewed	A0A0H3PBV8_HAEI3	30S ribosomal protein S18	Haemophilus influenzae (strain NTHi 3655)	75
WP_005598105.1	A4N2B9	unreviewed	A4N2B9_HAEIF	30S ribosomal protein S18	Haemophilus influenzae R3021	75
WP_005598105.1	B0BQB1	reviewed	RS18_ACTPJ	30S ribosomal protein S18	Actinobacillus pleuropneumoniae serotype 3 (strain JL03)	75
WP_005598105.1	A0A426FG05	unreviewed	A0A426FG05_BIBTR	30S ribosomal protein S18	Bibersteinia trehalosi (Pasteurella trehalosi)	75
WP_005598105.1	A0A4P7CKR5	unreviewed	A0A4P7CKR5_9PAST	30S ribosomal protein S18	Actinobacillus indolicus	75
WP_005598105.1	B3GY57	reviewed	RS18_ACTP7	30S ribosomal protein S18	Actinobacillus pleuropneumoniae serotype 7 (strain AP76)	75
WP_005598105.1	B8F5T5	reviewed	RS18_GLAP5	30S ribosomal protein S18	Glaesserella parasuis serovar 5 (strain SH0165) (Haemophilus parasuis)	75
WP_005598105.1	A0A0J5P743	unreviewed	A0A0J5P743_9PAST	30S ribosomal protein S18	Muribacter muris	75
WP_005598105.1	K0G2D0	unreviewed	K0G2D0_ACTSU	30S ribosomal protein S18	Actinobacillus suis H91-0380	75
WP_005598105.1	P66457	reviewed	RS18_HAEIN	30S ribosomal protein S18	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	75
WP_005598105.1	A0A223MBW3	unreviewed	A0A223MBW3_ACTPL	30S ribosomal protein S18	Actinobacillus pleuropneumoniae (Haemophilus pleuropneumoniae)	75
WP_005598105.1	A0A3S4VL48	unreviewed	A0A3S4VL48_ACTEU	30S ribosomal protein S18	Actinobacillus equuli	75
WP_005598105.1	A0A380TY63	unreviewed	A0A380TY63_ACTLI	30S ribosomal protein S18	Actinobacillus lignieresii	75
WP_005598105.1	A0A5C2QU06	unreviewed	A0A5C2QU06_HAEIF	30S ribosomal protein S18	Haemophilus influenzae biotype aegyptius	75
WP_005598105.1	A0A0M3G5W2	unreviewed	A0A0M3G5W2_HAEHA	30S ribosomal protein S18	Haemophilus haemolyticus	75
WP_005598105.1	A0A0D0IJW4	unreviewed	A0A0D0IJW4_HAEIF	30S ribosomal protein S18	Haemophilus influenzae	75
WP_005598105.1	A0A448KKF6	unreviewed	A0A448KKF6_HAEDC	30S ribosomal protein S18	Haemophilus ducreyi	75
WP_005598105.1	A0A1T0ATT9	unreviewed	A0A1T0ATT9_9PAST	30S ribosomal protein S18	Haemophilus paracuniculus	75
WP_005598105.1	A0A084F084	unreviewed	A0A084F084_GLAPU	30S ribosomal protein S18	Glaesserella parasuis (Haemophilus parasuis)	75
WP_005598105.1	A0A828PY54	unreviewed	A0A828PY54_ACTPL	30S ribosomal protein S18	Actinobacillus pleuropneumoniae serovar 6 str. Femo	75
WP_005598105.1	A0A249A1D9	unreviewed	A0A249A1D9_MANHA	30S ribosomal protein S18	Mannheimia haemolytica (Pasteurella haemolytica)	75
WP_005598105.1	H1LNK6	unreviewed	H1LNK6_9PAST	30S ribosomal protein S18	Haemophilus sp. oral taxon 851 str. F0397	75
WP_005598105.1	A0A6G8JG92	unreviewed	A0A6G8JG92_9PAST	30S ribosomal protein S18	Mannheimia granulomatis	75
WP_005598105.1	A0A7H8Y0R2	unreviewed	A0A7H8Y0R2_9PAST	30S ribosomal protein S18	Mannheimia varigena	75
WP_005598105.1	E7A6Y6	unreviewed	E7A6Y6_HAEIF	30S ribosomal protein S18	Haemophilus influenzae F3031	75
WP_005598105.1	E8KJY1	unreviewed	E8KJY1_9PAST	30S ribosomal protein S18	Actinobacillus ureae ATCC 25976	75
WP_005598105.1	A0A1H7XTS3	unreviewed	A0A1H7XTS3_9PAST	30S ribosomal protein S18	Pasteurella skyensis	75
WP_005613503.1	F9GNU7	unreviewed	F9GNU7_HAEHA	50S ribosomal protein L33	Haemophilus haemolyticus M19501	56
WP_005613503.1	F9GS60	unreviewed	F9GS60_HAEHA	50S ribosomal protein L33	Haemophilus haemolyticus M21127	56
WP_005613503.1	F9Q6F8	unreviewed	F9Q6F8_9PAST	50S ribosomal protein L33	Haemophilus pittmaniae HK 85	56
WP_005613503.1	A0A369YGP1	unreviewed	A0A369YGP1_9PAST	50S ribosomal protein L33	Haemophilus sputorum	56
WP_005613503.1	U1QJY7	unreviewed	U1QJY7_9PAST	50S ribosomal protein L33	Aggregatibacter sp. oral taxon 458 str. W10330	56
WP_005613503.1	W0Q8X6	unreviewed	W0Q8X6_9PAST	50S ribosomal protein L33	Mannheimia sp. USDA-ARS-USMARC-1261	56
WP_005613503.1	W0QA91	unreviewed	W0QA91_9PAST	50S ribosomal protein L33	Mannheimia varigena USDA-ARS-USMARC-1296	56
WP_005613503.1	A0A4R2T4N7	unreviewed	A0A4R2T4N7_9PAST	50S ribosomal protein L33	Cricetibacter osteomyelitidis	56
WP_005613503.1	A0A1S1FWJ3	unreviewed	A0A1S1FWJ3_9PAST	50S ribosomal protein L33	Haemophilus sp. HMSC61B11	56
WP_005613503.1	A0A0M1GMD0	unreviewed	A0A0M1GMD0_9PAST	50S ribosomal protein L33	Haemophilus sp. C1	56
WP_005613503.1	A0A1B3JF23	unreviewed	A0A1B3JF23_9PAST	50S ribosomal protein L33	Pasteurellaceae bacterium NI1060	56
WP_005613503.1	A0A1F0UCX0	unreviewed	A0A1F0UCX0_9PAST	50S ribosomal protein L33	Haemophilus sp. HMSC073C03	56
WP_005613503.1	A0A1B8QVC8	unreviewed	A0A1B8QVC8_9PAST	50S ribosomal protein L33	Haemophilus sp. CCUG 66565	56
WP_005613503.1	A0A1B8QZ90	unreviewed	A0A1B8QZ90_9PAST	50S ribosomal protein L33	Haemophilus sp. CCUG 60358	56
WP_005613503.1	A0A1V3KKA1	unreviewed	A0A1V3KKA1_9PAST	50S ribosomal protein L33	Rodentibacter heylii	56
WP_005613503.1	A0A1V3KZ69	unreviewed	A0A1V3KZ69_9PAST	50S ribosomal protein L33	Rodentibacter ratti	56
WP_005613503.1	A0A1V3JU50	unreviewed	A0A1V3JU50_9PAST	50S ribosomal protein L33	Rodentibacter myodis	56
WP_005613503.1	A0A1V3IJX5	unreviewed	A0A1V3IJX5_9PAST	50S ribosomal protein L33	Rodentibacter mrazii	56
WP_005613503.1	A0A1V3IB13	unreviewed	A0A1V3IB13_9PAST	50S ribosomal protein L33	Rodentibacter heidelbergensis	56
WP_005613503.1	A0A1V3IMJ9	unreviewed	A0A1V3IMJ9_9PAST	50S ribosomal protein L33	Rodentibacter rarus	56
WP_005613503.1	A0A1V3IZB7	unreviewed	A0A1V3IZB7_9PAST	50S ribosomal protein L33	Rodentibacter trehalosifermentans	56
WP_005613503.1	A0A1V3J335	unreviewed	A0A1V3J335_9PAST	50S ribosomal protein L33	Rodentibacter genomosp. 1	56
WP_005613503.1	A0A1V3JD23	unreviewed	A0A1V3JD23_9PAST	50S ribosomal protein L33	Rodentibacter genomosp. 2	56
WP_005613503.1	A0A1V3K1I6	unreviewed	A0A1V3K1I6_9PAST	50S ribosomal protein L33	Rodentibacter sp. Ppn85	56
WP_005613503.1	A0A377IW73	unreviewed	A0A377IW73_9PAST	50S ribosomal protein L33	Haemophilus pittmaniae	56
WP_005613503.1	A0A4Y9H2H6	unreviewed	A0A4Y9H2H6_9PAST	50S ribosomal protein L33	Pasteurella sp. WM03	56
WP_005613503.1	A0A5M6BKB9	unreviewed	A0A5M6BKB9_9PAST	50S ribosomal protein L33	Haemophilus seminalis	56
WP_005613503.1	A0A806DEM7	unreviewed	A0A806DEM7_HAEI6	50S ribosomal protein L33	Haemophilus influenzae (strain R2866)	56
WP_005613503.1	A0A7H1C478	unreviewed	A0A7H1C478_9PAST	50S ribosomal protein L33	Mannheimia bovis	56
WP_005613503.1	Q4QLV7	reviewed	RL33_HAEI8	50S ribosomal protein L33	Haemophilus influenzae (strain 86-028NP)	56
WP_005613503.1	A0A2M8RZF6	unreviewed	A0A2M8RZF6_9PAST	50S ribosomal protein L33	Conservatibacter flavescens	56
WP_005613503.1	A5UDB8	reviewed	RL33_HAEIE	50S ribosomal protein L33	Haemophilus influenzae (strain PittEE)	56
WP_005613503.1	A5UI92	reviewed	RL33_HAEIG	50S ribosomal protein L33	Haemophilus influenzae (strain PittGG)	56
WP_005613503.1	A0A0E1SS15	unreviewed	A0A0E1SS15_HAEIF	50S ribosomal protein L33	Haemophilus influenzae PittII	56
WP_005613503.1	A4NWC3	unreviewed	A4NWC3_HAEIF	50S ribosomal protein L33	Haemophilus influenzae 22.4-21	56
WP_005613503.1	A0A0H3PFN3	unreviewed	A0A0H3PFN3_HAEI3	50S ribosomal protein L33	Haemophilus influenzae (strain NTHi 3655)	56
WP_005613503.1	A4N1P1	unreviewed	A4N1P1_HAEIF	50S ribosomal protein L33	Haemophilus influenzae R3021	56
WP_005613503.1	P44369	reviewed	RL33_HAEIN	50S ribosomal protein L33	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	56
WP_005613503.1	A0A5C2QNX9	unreviewed	A0A5C2QNX9_HAEIF	50S ribosomal protein L33	Haemophilus influenzae biotype aegyptius	56
WP_005613503.1	A0A0M3G812	unreviewed	A0A0M3G812_HAEHA	50S ribosomal protein L33	Haemophilus haemolyticus	56
WP_005613503.1	A0A0D0IFL9	unreviewed	A0A0D0IFL9_HAEIF	50S ribosomal protein L33	Haemophilus influenzae	56
WP_005613503.1	A0A1B8T1W1	unreviewed	A0A1B8T1W1_HAEPA	50S ribosomal protein L33	Haemophilus parainfluenzae	56
WP_005613503.1	A0A8B2U6I2	unreviewed	A0A8B2U6I2_9PAST	50S ribosomal protein L33	Aggregatibacter segnis	56
WP_005613503.1	A0A1V3K4W2	unreviewed	A0A1V3K4W2_9PAST	50S ribosomal protein L33	Rodentibacter pneumotropicus	56
WP_005613503.1	A0A249A4D6	unreviewed	A0A249A4D6_MANHA	50S ribosomal protein L33	Mannheimia haemolytica (Pasteurella haemolytica)	56
WP_005613503.1	H1LM02	unreviewed	H1LM02_9PAST	50S ribosomal protein L33	Haemophilus sp. oral taxon 851 str. F0397	56
WP_005613503.1	A0A011NA17	unreviewed	A0A011NA17_9PAST	50S ribosomal protein L33	Mannheimia granulomatis	56
WP_005613503.1	A0A7H8Y2T9	unreviewed	A0A7H8Y2T9_9PAST	50S ribosomal protein L33	Mannheimia varigena	56
WP_005613503.1	E1W1E6	unreviewed	E1W1E6_HAEP3	50S ribosomal protein L33	Haemophilus parainfluenzae (strain T3T1)	56
WP_005613503.1	E7A5V3	unreviewed	E7A5V3_HAEIF	50S ribosomal protein L33	Haemophilus influenzae F3031	56
WP_005613503.1	E6KVN4	unreviewed	E6KVN4_9PAST	50S ribosomal protein L33	Aggregatibacter segnis ATCC 33393	56
WP_005613503.1	F0ESD0	unreviewed	F0ESD0_HAEPA	50S ribosomal protein L33	Haemophilus parainfluenzae ATCC 33392	56
WP_005623843.1	A5UCJ5	reviewed	Y5645_HAEIE	UPF0276 protein CGSHiEE_05645	Haemophilus influenzae (strain PittEE)	307
WP_005623843.1	A4NZH7	unreviewed	A4NZH7_HAEIF	UPF0276 protein CGSHiR3021_02329	Haemophilus influenzae 22.4-21	307
WP_005623843.1	A0A112VGB8	unreviewed	A0A112VGB8_HAEIF	UPF0276 protein BV135_01356	Haemophilus influenzae	307
WP_005623843.1	E8KIQ0	unreviewed	E8KIQ0_9PAST	UPF0276 protein HMPREF0027_1717	Actinobacillus ureae ATCC 25976	307
WP_005625828.1	F9GP95	unreviewed	F9GP95_HAEHA	50S ribosomal protein L31	Haemophilus haemolyticus M19501	70
WP_005625828.1	F9GU09	unreviewed	F9GU09_HAEHA	50S ribosomal protein L31	Haemophilus haemolyticus M21127	70
WP_005625828.1	A0A0M1GM21	unreviewed	A0A0M1GM21_9PAST	50S ribosomal protein L31	Haemophilus sp. C1	70
WP_005625828.1	A0A1B8QQ12	unreviewed	A0A1B8QQ12_9PAST	50S ribosomal protein L31	Haemophilus sp. CCUG 66565	70
WP_005625828.1	A0A1V3I7Q2	unreviewed	A0A1V3I7Q2_9PAST	50S ribosomal protein L31	Rodentibacter heidelbergensis	70
WP_005625828.1	A0A1V3IFQ7	unreviewed	A0A1V3IFQ7_9PAST	50S ribosomal protein L31	Rodentibacter rarus	70
WP_005625828.1	A0A1V3IT27	unreviewed	A0A1V3IT27_9PAST	50S ribosomal protein L31	Rodentibacter trehalosifermentans	70
WP_005625828.1	A0A1V3J4R6	unreviewed	A0A1V3J4R6_9PAST	50S ribosomal protein L31	Rodentibacter genomosp. 1	70
WP_005625828.1	A0A4Y9H0W6	unreviewed	A0A4Y9H0W6_9PAST	50S ribosomal protein L31	Pasteurella sp. WM03	70
WP_005625828.1	A0A5M6BML3	unreviewed	A0A5M6BML3_9PAST	50S ribosomal protein L31	Haemophilus seminalis	70
WP_005625828.1	A0A806EEW9	unreviewed	A0A806EEW9_HAEI6	50S ribosomal protein L31	Haemophilus influenzae (strain R2866)	70
WP_005625828.1	A4MWX2	unreviewed	A4MWX2_HAEIF	50S ribosomal protein L31	Haemophilus influenzae 22.1-21	70
WP_005625828.1	A5UDW7	reviewed	RL31_HAEIE	50S ribosomal protein L31	Haemophilus influenzae (strain PittEE)	70
WP_005625828.1	A5UHR2	reviewed	RL31_HAEIG	50S ribosomal protein L31	Haemophilus influenzae (strain PittGG)	70
WP_005625828.1	A0A0E1SS13	unreviewed	A0A0E1SS13_HAEIF	50S ribosomal protein L31	Haemophilus influenzae PittII	70
WP_005625828.1	A4NWV3	unreviewed	A4NWV3_HAEIF	50S ribosomal protein L31	Haemophilus influenzae 22.4-21	70
WP_005625828.1	A4N2Z5	unreviewed	A4N2Z5_HAEIF	50S ribosomal protein L31	Haemophilus influenzae R3021	70
WP_005625828.1	P44367	reviewed	RL31_HAEIN	50S ribosomal protein L31	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	70
WP_005625828.1	A0A5C2QPF6	unreviewed	A0A5C2QPF6_HAEIF	50S ribosomal protein L31	Haemophilus influenzae biotype aegyptius	70
WP_005625828.1	A0A0M3FX60	unreviewed	A0A0M3FX60_HAEHA	50S ribosomal protein L31	Haemophilus haemolyticus	70
WP_005625828.1	A0A0D0IH32	unreviewed	A0A0D0IH32_HAEIF	50S ribosomal protein L31	Haemophilus influenzae	70
WP_005625828.1	H1LN31	unreviewed	H1LN31_9PAST	50S ribosomal protein L31	Haemophilus sp. oral taxon 851 str. F0397	70
WP_005625828.1	E7A6D7	unreviewed	E7A6D7_HAEIF	50S ribosomal protein L31	Haemophilus influenzae F3031	70
WP_005625868.1	F9GRG1	unreviewed	F9GRG1_HAEHA	50S ribosomal protein L36	Haemophilus haemolyticus M19501	37
WP_005625868.1	F9GVY8	unreviewed	F9GVY8_HAEHA	50S ribosomal protein L36	Haemophilus haemolyticus M21127	37
WP_005625868.1	F9Q8T0	unreviewed	F9Q8T0_9PAST	50S ribosomal protein L36	Haemophilus pittmaniae HK 85	37
WP_005625868.1	A0A4V2SJ01	unreviewed	A0A4V2SJ01_9PAST	50S ribosomal protein L36	Bisgaardia hudsonensis	37
WP_005625868.1	A0A4V2T203	unreviewed	A0A4V2T203_9PAST	50S ribosomal protein L36	Cricetibacter osteomyelitidis	37
WP_005625868.1	A0A1S1FTB3	unreviewed	A0A1S1FTB3_9PAST	50S ribosomal protein L36	Haemophilus sp. HMSC61B11	37
WP_005625868.1	A0A1B3JFP5	unreviewed	A0A1B3JFP5_9PAST	50S ribosomal protein L36	Pasteurellaceae bacterium NI1060	37
WP_005625868.1	A0A1F0UM84	unreviewed	A0A1F0UM84_9PAST	50S ribosomal protein L36	Haemophilus sp. HMSC073C03	37
WP_005625868.1	A0A1B8QSV5	unreviewed	A0A1B8QSV5_9PAST	50S ribosomal protein L36	Haemophilus sp. CCUG 66565	37
WP_005625868.1	A0A1B8QYA6	unreviewed	A0A1B8QYA6_9PAST	50S ribosomal protein L36	Haemophilus sp. CCUG 60358	37
WP_005625868.1	A0A1V3KUE7	unreviewed	A0A1V3KUE7_9PAST	50S ribosomal protein L36	Rodentibacter heylii	37
WP_005625868.1	A0A1V3KZN2	unreviewed	A0A1V3KZN2_9PAST	50S ribosomal protein L36	Rodentibacter ratti	37
WP_005625868.1	A0A1V3JP89	unreviewed	A0A1V3JP89_9PAST	50S ribosomal protein L36	Rodentibacter myodis	37
WP_005625868.1	A0A1V3IK40	unreviewed	A0A1V3IK40_9PAST	50S ribosomal protein L36	Rodentibacter mrazii	37
WP_005625868.1	A0A1V3IA25	unreviewed	A0A1V3IA25_9PAST	50S ribosomal protein L36	Rodentibacter heidelbergensis	37
WP_005625868.1	A0A1V3J598	unreviewed	A0A1V3J598_9PAST	50S ribosomal protein L36	Rodentibacter genomosp. 1	37
WP_005625868.1	A0A1V3JHS2	unreviewed	A0A1V3JHS2_9PAST	50S ribosomal protein L36	Rodentibacter genomosp. 2	37
WP_005625868.1	A0A1V3JYX0	unreviewed	A0A1V3JYX0_9PAST	50S ribosomal protein L36	Rodentibacter sp. Ppn85	37
WP_005625868.1	Q0I141	reviewed	RL36_HAES1	50S ribosomal protein L36	Haemophilus somnus (strain 129Pt) (Histophilus somni)	37
WP_005625868.1	B0UX35	reviewed	RL36_HISS2	50S ribosomal protein L36	Histophilus somni (strain 2336) (Haemophilus somnus)	37
WP_005625868.1	A0A377IWT4	unreviewed	A0A377IWT4_9PAST	50S ribosomal protein L36	Haemophilus pittmaniae	37
WP_005625868.1	A0A4Y9GT39	unreviewed	A0A4Y9GT39_9PAST	50S ribosomal protein L36	Pasteurella sp. WM03	37
WP_005625868.1	A0A5M6BLL3	unreviewed	A0A5M6BLL3_9PAST	50S ribosomal protein L36	Haemophilus seminalis	37
WP_005625868.1	A0A806DT17	unreviewed	A0A806DT17_HAEI6	50S ribosomal protein L36	Haemophilus influenzae (strain R2866)	37
WP_005625868.1	A4MWS2	unreviewed	A4MWS2_HAEIF	50S ribosomal protein L36	Haemophilus influenzae 22.1-21	37
WP_005625868.1	A5UDS6	reviewed	RL36_HAEIE	50S ribosomal protein L36	Haemophilus influenzae (strain PittEE)	37
WP_005625868.1	A0A0E1SRW5	unreviewed	A0A0E1SRW5_HAEIF	50S ribosomal protein L36	Haemophilus influenzae PittII	37
WP_005625868.1	A4NX85	unreviewed	A4NX85_HAEIF	50S ribosomal protein L36	Haemophilus influenzae 22.4-21	37
WP_005625868.1	A0A0H3PNZ5	unreviewed	A0A0H3PNZ5_HAEI3	50S ribosomal protein L36	Haemophilus influenzae (strain NTHi 3655)	37
WP_005625868.1	A4N339	unreviewed	A4N339_HAEIF	50S ribosomal protein L36	Haemophilus influenzae R3021	37
WP_005625868.1	A0A448TU56	unreviewed	A0A448TU56_9PAST	50S ribosomal protein L36	Actinobacillus delphinicola	37
WP_005625868.1	P46361	reviewed	RL36_HAEIN	50S ribosomal protein L36	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	37
WP_005625868.1	A0A5C2QHM8	unreviewed	A0A5C2QHM8_HAEIF	50S ribosomal protein L36	Haemophilus influenzae biotype aegyptius	37
WP_005625868.1	A0A0M3FXS9	unreviewed	A0A0M3FXS9_HAEHA	50S ribosomal protein L36	Haemophilus haemolyticus	37
WP_005625868.1	A0A0D0HTA3	unreviewed	A0A0D0HTA3_HAEIF	50S ribosomal protein L36	Haemophilus influenzae	37
WP_005625868.1	A0A1B8T6D0	unreviewed	A0A1B8T6D0_HAEPA	50S ribosomal protein L36	Haemophilus parainfluenzae	37
WP_005625868.1	A0A1V4B483	unreviewed	A0A1V4B483_9PAST	50S ribosomal protein L36	Canicola haemoglobinophilus	37
WP_005625868.1	A0A1V3K2X4	unreviewed	A0A1V3K2X4_9PAST	50S ribosomal protein L36	Rodentibacter pneumotropicus	37
WP_005625868.1	H1LQD6	unreviewed	H1LQD6_9PAST	50S ribosomal protein L36	Haemophilus sp. oral taxon 851 str. F0397	37
WP_005625868.1	E1W377	unreviewed	E1W377_HAEP3	50S ribosomal protein L36	Haemophilus parainfluenzae (strain T3T1)	37
WP_005625868.1	E7A6A1	unreviewed	E7A6A1_HAEIF	50S ribosomal protein L36	Haemophilus influenzae F3031	37
WP_005625868.1	F0ERK5	unreviewed	F0ERK5_HAEPA	50S ribosomal protein L36	Haemophilus parainfluenzae ATCC 33392	37
WP_005625871.1	F9GRF7	unreviewed	F9GRF7_HAEHA	30S ribosomal protein S5	Haemophilus haemolyticus M19501	166
WP_005625871.1	F9GVY4	unreviewed	F9GVY4_HAEHA	30S ribosomal protein S5	Haemophilus haemolyticus M21127	166
WP_005625871.1	A0A1V3JP94	unreviewed	A0A1V3JP94_9PAST	30S ribosomal protein S5	Rodentibacter myodis	166
WP_005625871.1	A0A806DH19	unreviewed	A0A806DH19_HAEI6	30S ribosomal protein S5	Haemophilus influenzae (strain R2866)	166
WP_005625871.1	Q4QMA4	reviewed	RS5_HAEI8	30S ribosomal protein S5	Haemophilus influenzae (strain 86-028NP)	166
WP_005625871.1	A4MWS7	unreviewed	A4MWS7_HAEIF	30S ribosomal protein S5	Haemophilus influenzae 22.1-21	166
WP_005625871.1	A5UDT0	reviewed	RS5_HAEIE	30S ribosomal protein S5	Haemophilus influenzae (strain PittEE)	166
